,Driver_ID,Gender,City,Education_Level,Joining Designation,Current_date,Total_Months_Worked,Max_Grade,Income_Total,Age_Max,Total_Business_Value,Quarterly_Rating_Mean,Churn_User
511,594,0.0,C19,0.0,2.0,12/01/20,4,2.0,164372.0,30.0,303910.0,1.0,0.0
512,595,0.0,C26,0.0,2.0,12/01/20,6,2.0,334968.0,30.0,1034740.0,1.5,0.0
513,596,0.0,C12,0.0,2.0,05/01/19,5,2.0,332415.0,29.0,1049120.0,1.6,1.0
514,597,1.0,C23,2.0,3.0,12/01/20,5,3.0,429630.0,28.0,1613430.0,1.6,0.0
515,598,1.0,C9,1.0,2.0,09/01/19,9,2.0,703215.0,38.0,3530650.0,1.6666666666666667,1.0
516,599,1.0,C3,1.0,2.0,12/01/20,1,2.0,71458.0,27.0,0.0,1.0,0.0
517,600,0.0,C2,1.0,3.0,12/01/19,7,3.0,807051.0,29.0,1883780.0,1.4285714285714286,1.0
518,601,1.0,C19,1.0,1.0,05/01/19,5,2.0,195595.0,33.0,942130.0,1.0,1.0
519,602,0.0,C9,0.0,2.0,05/01/20,2,2.0,99106.0,28.0,0.0,1.0,1.0
520,603,0.0,C15,0.0,2.0,12/01/19,8,2.0,518736.0,30.0,1602040.0,1.375,1.0
521,604,1.0,C26,1.0,1.0,12/01/20,24,2.0,1580544.0,47.0,18872890.0,3.125,0.0
522,605,0.0,C10,1.0,1.0,12/01/20,24,3.0,2288448.0,37.0,23650380.0,2.75,0.0
523,606,1.0,C10,0.0,3.0,12/01/20,11,3.0,1256530.0,34.0,2959740.0,1.5454545454545454,1.0
524,607,1.0,C27,1.0,1.0,05/01/19,5,1.0,193820.0,33.333333333333336,1703720.0,2.0,1.0
525,608,0.0,C26,2.0,2.0,12/01/19,9,2.0,749646.0,24.0,2241630.0,1.6666666666666667,1.0
526,609,1.0,C9,2.0,1.0,05/01/19,5,1.0,230930.0,33.0,850280.0,1.6,1.0
527,610,1.0,C23,2.0,2.0,12/01/19,3,2.0,148992.0,30.0,0.0,1.0,1.0
528,611,1.0,C10,1.0,2.0,04/01/20,3,2.0,117648.0,32.0,0.0,1.0,1.0
529,612,0.0,C17,0.0,1.0,12/01/19,4,1.0,118740.0,31.0,200000.0,1.0,0.0
530,613,0.0,C1,0.0,1.0,08/01/19,8,1.0,109224.0,30.0,2256960.0,1.75,1.0
531,614,1.0,C10,1.0,1.0,11/01/19,11,1.0,401214.0,23.0,5936640.0,2.3636363636363638,1.0
532,615,0.0,C23,2.0,1.0,12/01/19,14,2.0,756784.0,34.0,7563910.0,2.7142857142857144,1.0
533,617,1.0,C18,0.0,1.0,12/01/20,7,1.0,151711.0,31.333333333333332,5923040.0,2.7142857142857144,0.0
534,618,0.0,C6,2.0,1.0,04/01/19,4,2.0,218080.0,41.0,1277510.0,1.75,1.0
535,619,1.0,C14,1.0,3.0,12/01/20,8,3.0,257200.0,30.0,2626230.0,1.75,0.0
536,620,1.0,C8,2.0,3.0,12/01/20,4,3.0,319204.0,29.0,812040.0,1.75,0.0
537,621,1.0,C4,2.0,3.0,12/01/19,4,3.0,405976.0,29.0,142560.0,1.0,1.0
538,622,0.0,C22,0.0,3.0,12/01/20,1,3.0,53454.0,42.0,0.0,1.0,0.0
539,623,1.0,C29,1.0,1.0,03/01/19,3,1.0,173793.0,23.0,0.0,1.0,1.0
540,624,0.0,C15,1.0,2.0,12/01/20,24,3.0,2513088.0,35.0,20011620.0,2.25,0.0
541,625,0.0,C12,1.0,1.0,05/01/19,5,1.0,249680.0,32.0,1567300.0,1.6,1.0
542,626,0.0,C24,0.0,2.0,12/01/19,4,2.0,75152.0,35.0,0.0,1.0,1.0
543,627,0.0,C17,1.0,2.0,05/01/19,5,2.0,176095.0,36.0,2465510.0,1.6,1.0
544,629,1.0,C15,0.0,2.0,02/01/19,2,2.0,77248.0,43.0,145450.0,1.0,1.0
545,630,1.0,C28,0.0,2.0,08/01/19,8,2.0,414248.0,35.0,1320320.0,1.0,1.0
546,633,1.0,C3,2.0,3.0,12/01/20,5,3.0,240295.0,36.0,210670.0,1.0,1.0
547,634,0.0,C28,2.0,1.0,05/01/19,5,1.0,271790.0,29.0,355360.0,1.0,1.0
548,635,0.0,C28,1.0,3.0,10/01/20,4,3.0,521716.0,31.0,300000.0,1.0,1.0
549,636,0.0,C20,0.0,4.0,06/01/19,4,4.0,381552.0,44.0,0.0,1.0,1.0
550,638,0.0,C16,2.0,2.0,12/01/20,24,5.0,3344340.0,38.0,54792310.0,3.125,0.0
551,639,0.0,C12,2.0,2.0,12/01/20,11,2.0,732589.0,27.0,4336590.0,2.090909090909091,0.0
552,640,1.0,C8,1.0,3.0,07/01/20,7,3.0,741517.0,27.0,1510890.0,1.0,1.0
553,642,0.0,C11,0.0,3.0,12/01/20,5,3.0,432580.0,35.0,240920.0,1.0,0.0
554,643,0.0,C26,1.0,2.0,12/01/20,6,2.0,381792.0,35.0,1015390.0,1.5,0.0
555,644,0.0,C6,2.0,1.0,12/01/20,9,1.0,312669.0,29.0,3695100.0,2.3333333333333335,0.0
556,645,1.0,C8,2.0,2.0,08/01/19,5,4.0,552225.0,28.0,960000.0,1.6,1.0
557,646,0.0,C11,1.0,3.0,12/01/20,3,3.0,215328.0,34.0,301150.0,1.0,0.0
558,647,1.0,C10,2.0,1.0,09/01/19,2,1.0,115776.0,34.0,0.0,1.0,1.0
559,648,1.0,C3,0.0,1.0,12/01/20,6,1.0,113568.0,28.0,942840.0,1.5,0.0
560,649,0.0,C14,1.0,1.0,09/01/19,4,1.0,142336.0,33.0,0.0,1.0,1.0
561,650,1.0,C16,1.0,2.0,12/01/20,2,2.0,85906.0,33.0,0.0,1.0,0.0
562,651,1.0,C12,1.0,3.0,12/01/19,8,3.0,330384.0,34.0,3210720.0,1.75,1.0
563,652,0.0,C20,1.0,4.0,07/01/19,7,4.0,786254.0,34.0,0.0,1.0,1.0
564,653,1.0,C1,0.0,2.0,04/01/19,4,2.0,258808.0,44.0,106510.0,1.0,1.0
565,654,0.0,C4,0.0,2.0,11/01/20,2,2.0,72232.0,22.0,0.0,1.0,1.0
566,655,0.0,C13,0.0,2.0,05/01/19,5,2.0,204630.0,35.0,429430.0,1.0,1.0
567,658,1.0,C6,1.0,3.0,12/01/20,9,3.0,953694.0,30.0,4689800.0,2.3333333333333335,0.0
568,659,1.0,C13,2.0,3.0,08/01/20,3,3.0,164709.0,32.0,0.0,1.0,1.0
569,660,1.0,C7,0.0,1.0,02/01/20,2,1.0,30654.0,24.0,0.0,1.0,1.0
570,662,0.0,C29,1.0,1.0,12/01/20,24,2.0,1837152.0,37.0,16118660.0,2.75,0.0
571,663,0.0,C21,1.0,3.0,10/01/20,4,3.0,388812.0,27.0,0.0,1.0,1.0
572,664,0.0,C19,2.0,1.0,12/01/20,1,1.0,40041.0,33.0,186080.0,2.0,0.0
573,667,0.0,C8,2.0,2.0,06/01/19,6,2.0,468858.0,31.0,4173650.0,2.0,1.0
574,668,1.0,C3,1.0,2.0,12/01/19,10,2.0,459690.0,29.0,4618180.0,2.2,1.0
575,671,0.0,C11,2.0,3.0,12/01/19,4,3.0,169472.0,33.0,100680.0,1.0,1.0
576,672,0.0,C18,2.0,2.0,12/01/20,4,2.0,308044.0,30.0,532480.0,1.0,1.0
577,673,1.0,C12,1.0,2.0,12/01/20,6,2.0,221802.0,36.0,0.0,1.0,0.0
578,674,1.0,C14,1.0,1.0,12/01/19,6,1.0,231276.0,34.0,200000.0,1.0,1.0
579,677,1.0,C29,1.0,2.0,05/01/19,5,3.0,355360.0,48.0,1555490.0,1.0,1.0
580,678,0.0,C14,2.0,1.0,12/01/20,5,1.0,157055.0,35.0,1403820.0,2.2,0.0
581,680,1.0,C3,2.0,2.0,09/01/19,9,4.0,1146420.0,37.0,5474330.0,1.3333333333333333,1.0
582,681,0.0,C23,0.0,2.0,12/01/20,4,2.0,207360.0,29.0,2457760.0,2.5,0.0
583,682,0.0,C14,1.0,1.0,12/01/20,18,1.0,720144.0,30.0,6583320.0,2.1666666666666665,0.0
584,683,1.0,C17,2.0,1.0,05/01/19,5,1.0,278810.0,41.0,1617190.0,1.6,1.0
585,684,1.0,C20,0.0,1.0,10/01/20,4,1.0,120332.0,23.0,1500340.0,2.5,1.0
586,686,1.0,C1,2.0,2.0,12/01/19,6,2.0,377454.0,28.0,860000.0,1.0,1.0
587,687,0.0,C18,0.0,1.0,12/01/19,3,1.0,39111.0,32.0,0.0,1.0,1.0
588,688,1.0,C14,1.0,1.0,09/01/19,9,2.0,206379.0,46.0,2576870.0,1.6666666666666667,1.0
589,689,1.0,C10,1.0,1.0,01/01/19,1,1.0,17186.0,28.0,0.0,1.0,1.0
590,690,1.0,C14,0.0,2.0,05/01/19,5,2.0,247545.0,45.0,580610.0,1.0,1.0
591,691,1.0,C7,0.0,2.0,08/01/20,2,2.0,118482.0,30.0,0.0,1.0,1.0
592,692,0.0,C23,1.0,1.0,03/01/19,3,1.0,95493.0,32.0,420720.0,1.0,1.0
593,693,0.0,C14,2.0,2.0,12/01/20,24,4.0,2969496.0,47.0,34707890.0,2.375,0.0
594,694,1.0,C16,2.0,3.0,11/01/19,4,3.0,330528.0,32.0,999000.0,1.5,1.0
595,695,0.0,C17,2.0,1.0,12/01/20,5,1.0,288335.0,27.0,308510.0,1.0,1.0
596,696,1.0,C10,0.0,3.0,07/01/20,4,3.0,317844.0,27.0,0.0,1.0,1.0
597,697,0.0,C25,1.0,4.0,12/01/20,18,4.0,2127870.0,43.0,39090190.0,2.8333333333333335,0.0
598,698,0.0,C1,2.0,3.0,12/01/20,8,3.0,612288.0,33.0,5950210.0,2.875,0.0
599,700,1.0,C10,1.0,1.0,09/01/19,9,1.0,279468.0,29.0,3208020.0,2.0,1.0
600,701,1.0,C3,2.0,2.0,12/01/19,22,2.0,1879900.0,44.0,22269520.0,3.090909090909091,1.0
601,702,1.0,C20,0.0,3.0,12/01/19,6,3.0,682842.0,38.0,0.0,1.0,1.0
602,703,0.0,C11,2.0,1.0,11/01/19,11,3.0,1138434.0,29.0,13697710.0,2.909090909090909,1.0
603,704,0.0,C8,1.0,1.0,12/01/20,24,2.0,1510344.0,29.0,13234050.0,2.375,0.0
604,705,0.0,C20,2.0,3.0,12/01/19,4,3.0,523124.0,40.0,0.0,1.0,1.0
605,706,0.0,C27,0.0,3.0,09/01/20,3,3.0,212031.0,35.0,0.0,1.0,1.0
606,707,1.0,C4,2.0,1.0,04/01/19,4,1.0,233292.0,31.0,1473770.0,1.75,1.0
607,708,1.0,C19,0.0,3.0,12/01/19,5,3.0,485580.0,39.0,517690.0,1.0,1.0
608,709,0.0,C13,1.0,5.0,06/01/19,5,5.0,677180.0,31.0,0.0,1.0,1.0
609,710,0.0,C18,2.0,3.0,12/01/20,11,3.0,1213289.0,32.0,7091010.0,2.6363636363636362,0.0
610,711,0.0,C18,0.0,1.0,12/01/20,1,1.0,31182.0,29.0,0.0,1.0,0.0
611,712,0.0,C5,1.0,3.0,12/01/20,5,3.0,418075.0,34.0,1742320.0,2.2,0.0
612,713,0.0,C12,0.0,1.0,12/01/20,24,2.0,1665312.0,29.0,36389370.0,4.0,0.0
613,714,0.0,C13,2.0,3.0,12/01/19,12,3.0,976224.0,35.0,3050100.0,1.25,1.0
614,715,0.0,C4,1.0,2.0,12/01/20,1,2.0,34780.0,41.0,0.0,1.0,0.0
615,716,0.0,C1,1.0,1.0,12/01/20,24,3.0,1399509.0,44.0,34913070.0,3.25,0.0
616,718,0.0,C15,2.0,1.0,12/01/20,24,3.0,1619760.0,38.0,23542730.0,3.0,0.0
617,721,0.0,C19,2.0,3.0,12/01/20,7,3.0,713160.0,34.0,5003700.0,2.7142857142857144,0.0
618,722,0.0,C9,1.0,2.0,05/01/19,5,2.0,189195.0,37.0,1724200.0,1.6,1.0
619,723,0.0,C17,1.0,1.0,12/01/20,24,1.0,1013832.0,33.0,11318750.0,2.75,0.0
620,724,1.0,C1,2.0,2.0,12/01/20,4,2.0,145720.0,32.0,0.0,1.0,1.0
621,725,0.0,C20,0.0,1.0,12/01/20,5,1.0,97280.0,29.0,211440.0,1.0,1.0
622,726,1.0,C18,1.0,1.0,09/01/19,9,1.0,463473.0,30.0,2330430.0,1.6666666666666667,1.0
623,727,0.0,C22,2.0,2.0,12/01/19,8,2.0,357760.0,39.0,1296780.0,1.75,1.0
624,729,0.0,C28,0.0,2.0,11/01/20,3,2.0,121593.0,33.0,0.0,1.0,1.0
625,731,1.0,C2,0.0,1.0,03/01/19,3,1.0,57870.0,35.0,228920.0,1.0,1.0
626,733,1.0,C6,0.0,1.0,12/01/20,1,1.0,13937.0,23.0,0.0,1.0,0.0
627,734,1.0,C22,2.0,3.0,12/01/20,15,3.0,1326210.0,35.0,5958340.0,1.8,0.0
628,735,1.0,C12,1.0,4.0,12/01/19,6,4.0,662940.0,38.0,1450000.0,1.5,1.0
629,736,1.0,C15,2.0,1.0,05/01/19,5,1.0,409720.0,27.0,665120.0,1.0,1.0
630,737,0.0,C19,0.0,3.0,12/01/20,5,3.0,123760.0,40.0,388710.0,1.0,0.0
631,738,0.0,C8,1.0,2.0,06/01/20,2,2.0,83960.0,26.0,0.0,1.0,1.0
632,739,1.0,C20,0.0,1.0,05/01/19,5,3.0,543840.0,30.0,382150.0,1.4,1.0
633,740,0.0,C3,1.0,1.0,12/01/20,7,1.0,322917.0,37.0,1187640.0,1.4285714285714286,0.0
634,742,0.0,C13,1.0,3.0,12/01/20,4,3.0,338548.0,34.0,0.0,1.0,1.0
635,743,0.0,C10,0.0,2.0,05/01/20,5,2.0,366365.0,36.0,0.0,1.0,0.0
636,744,0.0,C20,2.0,1.0,08/01/19,8,1.0,346576.0,27.0,1520540.0,1.75,1.0
637,745,0.0,C11,2.0,2.0,11/01/19,2,2.0,124084.0,30.0,0.0,1.0,1.0
638,747,1.0,C17,1.0,1.0,12/01/19,12,2.0,707316.0,32.0,6576490.0,2.5,1.0
639,748,1.0,C20,0.0,3.0,12/01/20,1,3.0,50210.0,31.0,0.0,1.0,0.0
640,751,0.0,C22,0.0,3.0,12/01/20,2,3.0,211020.0,27.0,0.0,1.0,0.0
641,752,0.0,C23,2.0,2.0,12/01/20,8,2.0,449944.0,43.0,2041340.0,1.75,0.0
642,753,0.0,C16,1.0,2.0,12/01/20,24,2.0,1431744.0,35.0,23441990.0,3.25,0.0
643,754,0.0,C29,0.0,2.0,12/01/20,3,2.0,134460.0,29.0,0.0,1.0,0.0
644,755,0.0,C8,1.0,3.0,02/01/20,2,3.0,51788.0,36.0,0.0,1.0,0.0
645,756,1.0,C4,1.0,3.0,09/01/19,5,3.0,287380.0,29.0,488410.0,1.0,1.0
646,757,0.0,C27,0.0,1.0,09/01/19,9,3.0,568629.0,35.0,4220370.0,1.3333333333333333,1.0
647,758,0.0,C15,1.0,2.0,12/01/19,12,2.0,651456.0,34.0,3721270.0,1.75,1.0
648,759,0.0,C26,1.0,3.0,12/01/19,5,3.0,435910.0,42.0,0.0,1.0,1.0
649,761,0.0,C10,2.0,2.0,07/01/20,2,2.0,138898.0,23.0,0.0,1.0,1.0
650,762,0.0,C27,2.0,1.0,12/01/20,24,2.0,840576.0,35.0,8862230.0,1.875,0.0
651,763,0.0,C5,2.0,1.0,12/01/20,2,1.0,45826.0,32.0,0.0,1.0,0.0
652,764,1.0,C26,1.0,1.0,03/01/19,3,1.0,54855.0,37.0,386590.0,1.0,1.0
653,765,1.0,C8,1.0,1.0,12/01/20,24,4.0,2957184.0,47.0,34007130.0,2.375,0.0
654,766,1.0,C8,1.0,1.0,12/01/20,17,1.0,481236.0,31.0,8598800.0,2.5294117647058822,0.0
655,767,1.0,C2,0.0,1.0,11/01/19,11,3.0,942623.0,39.0,3880190.0,1.2727272727272727,1.0
656,768,1.0,C26,1.0,1.0,12/01/20,9,1.0,790677.0,24.0,8595450.0,3.0,1.0
657,769,0.0,C11,1.0,3.0,12/01/20,2,3.0,214298.0,36.0,0.0,1.0,0.0
658,770,0.0,C26,0.0,2.0,12/01/19,7,2.0,129808.0,26.0,1750310.0,1.8571428571428572,0.0
659,771,0.0,C5,1.0,2.0,08/01/20,2,2.0,90142.0,36.0,0.0,1.0,1.0
660,772,0.0,C29,2.0,3.0,12/01/20,18,3.0,1367748.0,30.0,17467630.0,2.3333333333333335,0.0
661,773,0.0,C29,0.0,2.0,12/01/19,5,2.0,258000.0,30.0,0.0,1.0,1.0
662,776,1.0,C8,1.0,2.0,12/01/20,7,2.0,445109.0,37.0,1818860.0,1.8571428571428572,1.0
663,777,1.0,C22,2.0,2.0,12/01/19,8,2.0,566528.0,30.0,1445280.0,1.375,1.0
664,778,0.0,C9,1.0,2.0,12/01/19,14,2.0,545860.0,31.0,1923530.0,1.0,1.0
665,779,1.0,C23,2.0,1.0,06/01/20,3,1.0,69546.0,35.0,0.0,1.0,1.0
666,781,1.0,C23,2.0,3.0,12/01/19,9,3.0,742527.0,41.0,712590.0,1.0,1.0
667,782,1.0,C29,1.0,2.0,12/01/20,7,2.0,296198.0,36.0,3360700.0,2.2857142857142856,0.0
668,783,0.0,C3,2.0,1.0,12/01/19,14,2.0,1066730.0,49.0,6521890.0,2.0714285714285716,1.0
669,784,0.0,C17,2.0,3.0,05/01/20,2,3.0,200606.0,41.0,0.0,1.0,1.0
670,785,0.0,C26,1.0,2.0,12/01/20,6,2.0,325254.0,31.0,2431500.0,2.5,0.0
671,787,0.0,C26,1.0,3.0,12/01/19,14,3.0,1056538.0,35.0,2007550.0,1.2142857142857142,1.0
672,789,1.0,C22,0.0,2.0,12/01/20,24,3.0,1629256.0,40.0,36806180.0,3.5,0.0
673,790,0.0,C12,1.0,2.0,12/01/19,17,2.0,684301.0,31.0,5522460.0,1.5294117647058822,1.0
674,791,1.0,C4,0.0,2.0,12/01/20,24,3.0,2039064.0,36.0,38028190.0,3.0,0.0
675,792,1.0,C19,2.0,2.0,12/01/19,3,2.0,145917.0,32.0,0.0,1.0,1.0
676,793,1.0,C7,2.0,3.0,11/01/20,1,3.0,92670.0,26.0,0.0,1.0,0.0
677,794,0.0,C21,2.0,2.0,07/01/19,7,2.0,421764.0,33.0,4315560.0,2.2857142857142856,1.0
678,796,0.0,C26,2.0,2.0,10/01/19,10,2.0,504340.0,32.0,5353970.0,2.5,1.0
679,797,0.0,C24,2.0,1.0,05/01/19,5,1.0,148445.0,33.0,1193450.0,1.6,1.0
680,798,0.0,C27,0.0,2.0,01/01/19,1,2.0,34849.0,37.0,0.0,1.0,1.0
681,799,1.0,C21,1.0,2.0,12/01/19,5,2.0,154755.0,34.0,456480.0,1.0,1.0
682,800,0.0,C6,0.0,2.0,12/01/19,7,2.0,347298.0,36.0,618510.0,1.4285714285714286,1.0
683,801,0.0,C29,1.0,3.0,12/01/20,5,3.0,314050.0,39.0,927300.0,1.6,0.0
684,802,0.0,C20,2.0,3.0,12/01/20,1,3.0,63080.0,29.0,0.0,1.0,0.0
685,803,0.0,C11,2.0,1.0,08/01/20,5,1.0,311160.0,27.0,0.0,1.0,1.0
686,804,0.0,C23,2.0,2.0,12/01/19,11,2.0,512600.0,30.0,4081830.0,1.5454545454545454,1.0
687,805,0.0,C16,1.0,1.0,07/01/19,7,1.0,123732.0,24.0,1542500.0,1.4285714285714286,1.0
688,806,1.0,C8,0.0,3.0,12/01/20,7,3.0,550529.0,40.0,2567880.0,1.8571428571428572,0.0
689,807,1.0,C25,1.0,3.0,12/01/20,3,3.0,244641.0,32.0,0.0,1.0,1.0
690,808,0.0,C15,1.0,3.0,09/01/20,5,3.0,249570.0,33.0,0.0,1.0,1.0
691,810,0.0,C17,1.0,2.0,12/01/20,1,2.0,45531.0,25.0,153540.0,1.0,0.0
692,811,0.0,C26,2.0,2.0,12/01/19,5,2.0,330085.0,30.0,1005120.0,1.0,1.0
693,812,0.0,C15,2.0,1.0,02/01/19,2,1.0,84790.0,31.0,0.0,1.0,1.0
694,813,1.0,C27,0.0,2.0,04/01/20,2,2.0,63574.0,33.0,0.0,1.0,1.0
695,814,0.0,C16,2.0,1.0,12/01/20,2,1.0,112266.0,30.0,0.0,1.0,0.0
696,816,0.0,C8,2.0,2.0,12/01/20,1,2.0,55115.0,41.0,0.0,1.0,0.0
697,818,1.0,C22,2.0,2.0,12/01/19,7,2.0,187950.0,32.0,820140.0,1.0,1.0
698,819,0.0,C15,1.0,2.0,12/01/20,24,4.0,2744592.0,41.0,34495110.0,2.5,0.0
699,820,0.0,C14,2.0,1.0,12/01/19,17,1.0,1005822.0,39.0,9000520.0,2.764705882352941,1.0
700,821,1.0,C12,2.0,1.0,08/01/19,8,3.0,904960.0,29.0,3435990.0,1.375,1.0
701,822,1.0,C23,0.0,1.0,10/01/19,4,1.0,170404.0,31.0,0.0,1.0,1.0
702,824,1.0,C9,0.0,1.0,12/01/20,1,1.0,32446.0,40.0,0.0,1.0,0.0
703,825,1.0,C6,2.0,3.0,12/01/20,1,3.0,64187.0,36.0,0.0,1.0,0.0
704,826,0.0,C24,0.0,1.0,07/01/19,7,2.0,495180.0,28.0,931110.0,1.0,1.0
705,827,0.0,C28,2.0,2.0,12/01/19,4,2.0,268452.0,33.0,388440.0,1.0,1.0
706,828,0.0,C21,0.0,3.0,12/01/20,12,3.0,759576.0,34.0,4702900.0,1.75,0.0
707,829,1.0,C15,0.0,3.0,10/01/19,5,3.0,276565.0,38.0,523440.0,1.0,1.0
708,830,0.0,C3,2.0,1.0,09/01/19,9,2.0,726714.0,27.0,2966980.0,1.6666666666666667,1.0
709,831,0.0,C2,2.0,1.0,12/01/19,6,1.0,255528.0,32.0,543220.0,1.5,1.0
710,832,1.0,C16,0.0,1.0,12/01/20,24,1.0,1409928.0,42.0,15440080.0,3.125,0.0
711,834,0.0,C20,1.0,3.0,12/01/20,1,3.0,83969.0,36.0,0.0,1.0,0.0
712,835,0.0,C26,1.0,2.0,12/01/20,13,2.0,860327.0,29.0,5377060.0,1.9230769230769231,0.0
713,836,0.0,C29,0.0,2.0,05/01/19,5,2.0,318180.0,41.0,2452190.0,1.6,1.0
714,838,1.0,C11,2.0,1.0,02/01/19,2,1.0,105264.0,41.0,101070.0,1.0,1.0
715,839,0.0,C16,0.0,2.0,12/01/19,6,2.0,320298.0,47.0,485450.0,1.0,1.0
716,840,1.0,C8,0.0,1.0,12/01/20,24,4.0,2131512.0,40.0,17134040.0,1.5,0.0
717,841,1.0,C20,1.0,2.0,11/01/20,4,2.0,232796.0,33.0,0.0,1.0,1.0
718,842,0.0,C18,1.0,1.0,12/01/19,14,4.0,1699866.0,37.0,28562340.0,2.857142857142857,1.0
719,843,1.0,C15,1.0,1.0,12/01/19,19,2.0,1064665.0,30.0,13627070.0,2.5789473684210527,1.0
720,844,0.0,C26,0.0,1.0,12/01/19,5,1.0,106060.0,31.0,150160.0,1.0,1.0
721,845,0.0,C28,1.0,2.0,12/01/20,7,2.0,154133.0,46.0,1453360.0,1.8571428571428572,1.0
722,847,0.0,C12,1.0,2.0,12/01/19,7,2.0,282863.0,30.0,0.0,1.0,1.0
723,848,1.0,C28,1.0,2.0,12/01/20,11,2.0,504581.0,28.0,3791340.0,2.0,0.0
724,849,1.0,C20,1.0,3.0,11/01/20,5,3.0,389515.0,33.0,1835070.0,1.8,1.0
725,850,0.0,C1,2.0,2.0,12/01/19,18,4.0,2034684.0,36.0,6883410.0,1.0,1.0
726,851,0.0,C13,1.0,1.0,02/01/19,2,1.0,78262.0,34.0,101850.0,1.0,1.0
727,852,0.0,C21,1.0,2.0,06/01/20,3,2.0,212193.0,23.0,0.0,1.0,1.0
728,853,1.0,C13,0.0,2.0,12/01/20,5,2.0,147920.0,33.0,0.0,1.0,1.0
729,855,0.0,C17,0.0,2.0,08/01/20,4,2.0,334096.0,35.0,0.0,1.0,1.0
730,856,1.0,C22,0.0,1.0,12/01/19,13,3.0,1139593.0,37.0,8687010.0,2.1538461538461537,1.0
731,858,0.0,C21,1.0,2.0,10/01/20,6,2.0,453246.0,37.0,504150.0,1.0,1.0
732,859,0.0,C17,2.0,1.0,05/01/19,5,1.0,130755.0,23.0,1121790.0,1.6,1.0
733,860,0.0,C20,0.0,1.0,02/01/19,2,1.0,90538.0,38.0,378640.0,1.0,1.0
734,863,1.0,C29,2.0,1.0,12/01/19,6,1.0,241770.0,32.0,126010.0,1.0,1.0
735,864,1.0,C27,1.0,2.0,09/01/19,4,4.0,366408.0,36.0,0.0,1.0,1.0
736,865,1.0,C10,2.0,3.0,12/01/20,7,3.0,860587.0,30.0,3150620.0,2.2857142857142856,0.0
737,866,0.0,C2,0.0,1.0,07/01/19,6,1.0,174906.0,47.0,763920.0,1.5,1.0
738,867,1.0,C1,0.0,2.0,12/01/20,3,2.0,107409.0,30.0,3357550.0,4.0,0.0
739,868,1.0,C28,0.0,2.0,04/01/19,4,2.0,137988.0,24.0,-645150.0,1.0,1.0
740,869,0.0,C8,0.0,1.0,07/01/19,7,1.0,200025.0,37.0,487460.0,1.0,1.0
741,870,1.0,C29,1.0,1.0,12/01/20,24,3.0,2232000.0,37.0,15298690.0,2.25,0.0
742,871,1.0,C27,0.0,2.0,04/01/20,4,2.0,211012.0,37.0,0.0,1.0,1.0
743,872,0.0,C28,2.0,1.0,01/01/19,1,1.0,19791.0,32.0,0.0,1.0,1.0
744,873,1.0,C28,2.0,1.0,12/01/19,18,4.0,2417436.0,33.0,32819830.0,2.7222222222222223,1.0
745,874,0.0,C24,0.0,3.0,07/01/20,4,3.0,300532.0,37.0,0.0,1.0,1.0
746,875,1.0,C4,1.0,3.0,12/01/20,5,3.0,469110.0,36.0,0.0,1.0,0.0
747,876,1.0,C25,0.0,1.0,08/01/19,8,2.0,315536.0,22.0,2778590.0,1.75,1.0
748,877,0.0,C21,0.0,2.0,01/01/19,1,2.0,94770.0,32.0,0.0,1.0,1.0
749,879,0.0,C8,0.0,1.0,07/01/19,7,2.0,388101.0,38.0,2586520.0,1.4285714285714286,1.0
750,881,0.0,C16,0.0,2.0,03/01/19,3,2.0,183207.0,32.0,1903080.0,2.0,1.0
751,882,0.0,C13,0.0,2.0,12/01/19,21,4.0,1993845.0,31.0,1353210.0,1.0,1.0
752,883,0.0,C27,0.0,1.0,02/01/19,2,1.0,101726.0,32.0,100240.0,1.0,1.0
753,885,1.0,C21,2.0,2.0,12/01/20,3,2.0,132723.0,39.0,251150.0,1.0,0.0
754,886,1.0,C2,2.0,1.0,02/01/19,2,1.0,63908.0,36.0,0.0,1.0,1.0
755,887,0.0,C14,1.0,1.0,12/01/19,13,1.0,308685.0,25.0,3201180.0,1.4615384615384615,1.0
756,888,0.0,C1,1.0,1.0,12/01/20,23,2.0,1202578.0,31.0,20574130.0,3.5217391304347827,0.0
757,889,0.0,C28,1.0,3.0,12/01/20,6,3.0,287928.0,32.0,1100030.0,1.0,0.0
758,890,1.0,C5,0.0,1.0,12/01/19,20,1.0,869260.0,34.0,5995150.0,2.25,1.0
759,892,1.0,C3,0.0,2.0,12/01/19,12,2.0,620700.0,35.0,6967160.0,2.25,1.0
760,893,1.0,C10,0.0,1.0,12/01/20,24,2.0,1759392.0,50.0,17369610.0,2.625,0.0
761,894,0.0,C28,0.0,3.0,03/01/19,3,3.0,136026.0,37.0,0.0,1.0,1.0
762,895,0.0,C14,2.0,1.0,12/01/19,7,1.0,244076.0,31.0,271120.0,1.0,1.0
763,896,1.0,C18,2.0,1.0,02/01/19,2,1.0,45360.0,32.0,362330.0,1.0,1.0
764,897,0.0,C4,1.0,1.0,04/01/19,4,1.0,154008.0,51.0,4128080.0,3.25,1.0
765,899,0.0,C20,0.0,1.0,03/01/19,3,1.0,85695.0,29.0,307100.0,1.0,1.0
766,901,1.0,C8,1.0,2.0,09/01/19,9,2.0,372438.0,35.0,1355620.0,1.3333333333333333,1.0
